crash_date,crash_time,on_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,collision_id,vehicle_type_code1,vehicle_type_code2,borough,zip_code,latitude,longitude,location,contributing_factor_vehicle_3,vehicle_type_code_3,cross_street_name,contributing_factor_vehicle_4,vehicle_type_code_4,contributing_factor_vehicle_5,vehicle_type_code_5,unique_id,crash_date_veh,crash_time_veh,vehicle_id,state_registration,vehicle_type,contributing_factor_1,vehicle_make,vehicle_year,travel_direction,vehicle_occupants,driver_sex,driver_license_status,driver_license_jurisdiction,pre_crash,point_of_impact,vehicle_damage,public_property_damage,contributing_factor_2,vehicle_damage_1,vehicle_damage_2,vehicle_damage_3,vehicle_model,public_property_damage_type,unique_id_pers,crash_date_pers,crash_time_pers,person_id,person_type,person_injury,vehicle_id_pers,ped_role,person_sex,person_age,ejection,emotional_status,bodily_injury,position_in_vehicle,safety_equipment,complaint,ped_location,ped_action,contributing_factor_1_pers,contributing_factor_2_pers,injury_occurred,crash_hour,day_of_week,month,rush_hour,is_weekend
2021-04-15,1900-01-01 15:00:00,VAN WYCK EXPWY,Unknown,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,4407763,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Unknown,0.0,40.704494,-73.81743,"{'latitude': '40.704494', 'longitude': '-73.81743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,Thursday,4,0,0
2021-04-16,1900-01-01 06:50:00,WEBSTER AVENUE,Unknown,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,4408005,Sedan,Sedan,Unknown,0.0,40.845642,-73.90211,"{'latitude': '40.845642', 'longitude': '-73.90211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,Friday,4,0,0
2021-04-14,1900-01-01 10:16:00,Leonard street,Wallabout Street,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4407390,Station Wagon/Sport Utility Vehicle,Bike,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,Wednesday,4,0,0
2021-04-15,1900-01-01 05:36:00,BRUCKNER EXPRESSWAY,Unknown,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4407504,Station Wagon/Sport Utility Vehicle,Sedan,Unknown,0.0,40.82681,-73.85361,"{'latitude': '40.82681', 'longitude': '-73.85361', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,Thursday,4,0,0
2021-04-06,1900-01-01 21:30:00,Unknown,Unknown,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4408231,Sedan,Unknown,BROOKLYN,11233.0,40.681168,-73.92941,"{'latitude': '40.681168', 'longitude': '-73.92941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,203       BAINBRIDGE STREET,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,Tuesday,4,0,0
2021-04-09,1900-01-01 20:00:00,Unknown,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unknown,4408106,Sedan,Unknown,BROOKLYN,11203.0,40.64739,-73.92314,"{'latitude': '40.64739', 'longitude': '-73.92314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,348       EAST 57 STREET,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,Friday,4,0,0
2021-04-15,1900-01-01 08:30:00,122 AVENUE,197 STREET,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Unknown,4407542,Sedan,Unknown,Unknown,0.0,40.687138,-73.75136,"{'latitude': '40.687138', 'longitude': '-73.75136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,Thursday,4,1,0
2021-03-25,1900-01-01 09:52:00,73 PLACE,COOPER AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,4407819,Sedan,Station Wagon/Sport Utility Vehicle,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,Thursday,3,1,0
2021-04-15,1900-01-01 09:09:00,BRONX RIVER PARKWAY,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unknown,4407523,Sedan,Unknown,Unknown,0.0,40.865143,-73.87204,"{'latitude': '40.865143', 'longitude': '-73.87204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,Thursday,4,1,0
2021-04-14,1900-01-01 22:50:00,MAJOR DEEGAN EXPRESSWAY,Unknown,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Following Too Closely,4407428,Station Wagon/Sport Utility Vehicle,Taxi,Unknown,0.0,40.866673,-73.90896,"{'latitude': '40.866673', 'longitude': '-73.90896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unspecified,Sedan,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22,Wednesday,4,0,0
2021-04-10,1900-01-01 18:50:00,Unknown,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unknown,4408257,Station Wagon/Sport Utility Vehicle,Unknown,QUEENS,11378.0,40.72313,-73.90614,"{'latitude': '40.72313', 'longitude': '-73.90614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,60-15     MASPETH AVENUE,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,Saturday,4,1,1
2021-04-15,1900-01-01 14:46:00,VAN WYCK EXPWY,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4407595,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unknown,0.0,40.674934,-73.80186,"{'latitude': '40.674934', 'longitude': '-73.80186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,Thursday,4,0,0
2021-04-15,1900-01-01 11:10:00,INGRAHAM STREET,GARDNER AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4407672,Tractor Truck Diesel,Tractor Truck Diesel,BROOKLYN,11237.0,40.708363,-73.92401,"{'latitude': '40.708363', 'longitude': '-73.92401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,Thursday,4,0,0
2021-04-16,1900-01-01 11:20:00,GREENPOINT AVENUE,40 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4407832,Sedan,Chassis Cab,QUEENS,11104.0,40.739525,-73.92512,"{'latitude': '40.739525', 'longitude': '-73.92512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,Friday,4,0,0
2021-04-14,1900-01-01 18:04:00,65 STREET,4 AVENUE,2,0,0,0,0,0,2,0,Unspecified,Unspecified,4407384,Station Wagon/Sport Utility Vehicle,Sedan,Unknown,0.0,40.637997,-74.02136,"{'latitude': '40.637997', 'longitude': '-74.02136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,18,Wednesday,4,1,0
2021-04-14,1900-01-01 21:40:00,QUEENS PLAZA NORTH,CRESCENT STREET,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Unknown,4408387,Unknown,Unknown,Unknown,0.0,40.750965,-73.94027,"{'latitude': '40.750965', 'longitude': '-73.94027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21,Wednesday,4,0,0
2020-04-15,1900-01-01 15:20:00,GOWANUS EXPY (BQE),Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4407790,Sedan,Tractor Truck Diesel,Unknown,0.0,40.671585,-73.99843,"{'latitude': '40.671585', 'longitude': '-73.99843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,Wednesday,4,0,0
2021-04-15,1900-01-01 16:10:00,118 AVENUE,203 STREET,3,0,0,0,0,0,3,0,Unspecified,Unspecified,4407612,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,QUEENS,11412.0,40.694294,-73.74868,"{'latitude': '40.694294', 'longitude': '-73.74868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16,Thursday,4,1,0
2021-04-08,1900-01-01 17:25:00,WEST 125 STREET,Unknown,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,4407775,Bike,Unknown,Unknown,0.0,40.810173,-73.95117,"{'latitude': '40.810173', 'longitude': '-73.95117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,17,Thursday,4,1,0
2021-04-16,1900-01-01 09:29:00,Unknown,Unknown,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4407864,Sedan,Sedan,QUEENS,11411.0,40.694748,-73.73427,"{'latitude': '40.694748', 'longitude': '-73.73427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,116-18    226 STREET,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,Friday,4,1,0
2021-04-14,1900-01-01 19:30:00,JACKIE ROBINSON PKWY,Unknown,0,0,0,0,0,0,0,0,Driverless/Runaway Vehicle,Unknown,4407379,Sedan,Unknown,Unknown,0.0,40.687103,-73.89251,"{'latitude': '40.687103', 'longitude': '-73.89251', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,Wednesday,4,0,0
2021-04-14,1900-01-01 15:00:00,GERALD COURT,EAST 7 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4408054,Sedan,Unknown,BROOKLYN,11235.0,0.0,0.0,"{'latitude': '0.0', 'longitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,Wednesday,4,0,0
2021-04-14,1900-01-01 03:04:00,WEST FORDHAM ROAD,Unknown,0,0,0,0,0,0,0,0,Unsafe Speed,Unknown,4407156,Station Wagon/Sport Utility Vehicle,Unknown,Unknown,0.0,40.861744,-73.911804,"{'latitude': '40.861744', 'longitude': '-73.911804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,Wednesday,4,0,0
2021-04-15,1900-01-01 19:45:00,CROSS ISLAND PARKWAY,UNION TURNPIKE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4407634,Station Wagon/Sport Utility Vehicle,Sedan,Unknown,0.0,40.741074,-73.7258,"{'latitude': '40.741074', 'longitude': '-73.7258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,Thursday,4,0,0
2021-04-13,1900-01-01 08:24:00,119 AVENUE,146 STREET,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,4408389,Sedan,Station Wagon/Sport Utility Vehicle,QUEENS,11436.0,40.67875,-73.794,"{'latitude': '40.67875', 'longitude': '-73.794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unspecified,Sedan,Unknown,Unspecified,Sedan,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,Tuesday,4,1,0
2021-04-14,1900-01-01 13:16:00,Unknown,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4407724,Sedan,Station Wagon/Sport Utility Vehicle,BROOKLYN,11207.0,40.666943,-73.890144,"{'latitude': '40.666943', 'longitude': '-73.890144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,775       DUMONT AVENUE,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,Wednesday,4,0,0
2021-04-16,1900-01-01 08:30:00,Unknown,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unknown,4407942,Station Wagon/Sport Utility Vehicle,Unknown,BROOKLYN,11225.0,40.6635,-73.94276,"{'latitude': '40.6635', 'longitude': '-73.94276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,451       KINGSTON AVENUE,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,Friday,4,1,0
2021-07-09,1900-01-01 14:19:00,WILLIAMSBRIDGE ROAD,MORRIS PARK AVENUE,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Other Vehicular,4456714,Sedan,Sedan,BRONX,10461.0,40.850304,-73.85137,"{'latitude': '40.850304', 'longitude': '-73.85137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,Friday,7,0,0
2021-04-16,1900-01-01 20:17:00,SHERMAN AVENUE,EAST 163 STREET,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,4408197,E-Bike,Sedan,BRONX,10451.0,40.827824,-73.91934,"{'latitude': '40.827824', 'longitude': '-73.91934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20,Friday,4,0,0
2021-04-15,1900-01-01 16:08:00,RICHMOND ROAD,SUMMIT AVENUE,1,0,0,0,0,0,1,0,Driver Inexperience,Turning Improperly,4407847,Station Wagon/Sport Utility Vehicle,Van,STATEN ISLAND,10306.0,40.575832,-74.12409,"{'latitude': '40.575832', 'longitude': '-74.12409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16,Thursday,4,1,0
2021-04-14,1900-01-01 10:00:00,LONG ISLAND EXPRESSWAY,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unknown,4407403,Sedan,Unknown,Unknown,0.0,40.730366,-73.91388,"{'latitude': '40.730366', 'longitude': '-73.91388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,Wednesday,4,0,0
2021-04-15,1900-01-01 17:47:00,AVENUE D,NOSTRAND AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unknown,4408120,Sedan,Sedan,BROOKLYN,11226.0,40.640945,-73.94852,"{'latitude': '40.640945', 'longitude': '-73.94852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,Thursday,4,1,0
2021-04-15,1900-01-01 12:00:00,EAST 96 STREET,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4407703,Station Wagon/Sport Utility Vehicle,Bus,Unknown,0.0,40.784237,-73.947075,"{'latitude': '40.784237', 'longitude': '-73.947075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,Thursday,4,0,0
